,calificaciones,fechas,reseñas,autor
457,5 de 5. Excelente,25 de sep de 2019,Sin reseña,Cliente verificado
458,5 de 5. Excelente,25 de sep de 2019,これ以上ない立地条件のよさ,"hd, 大阪"
459,5 de 5. Excelente,23 de sep de 2019,"Personnel très dévoué, chambre énorme et confortable, vue sur la place de Mexico, quoi de mieux!!",Cliente verificado
460,4 de 5. Bueno,3 de oct de 2019,Don’t do laundry there. They stapler you clothes! Took me an hour to find and remove them,Cy
461,5 de 5. Excelente,2 de oct de 2019,"The hotel was amazing, the best that we have stayed in in Mexico. The rooms were clean and comfortable. The bathrooms were clean, up to date, and spacious. The food in the restaurants was delicious. We had breakfast every morning in El Cafe. The steaks in La Terraza restaurant were superior.",Gwen
462,5 de 5. Excelente,2 de oct de 2019,Sin reseña,Cliente verificado
463,4 de 5. Bueno,2 de oct de 2019,"Preis / Leistung stimmt Zentrale Lage, alle Sehenswürdigkeiten gut zu Fuß erreichbar",Cliente verificado
464,5 de 5. Excelente,28 de sep de 2019,"Everything was wonderful. The only thing i would say is the food needs more work, restaurant needs to better food quality for sure.",Cliente verificado
465,5 de 5. Excelente,27 de sep de 2019,Sin reseña,Rafael
466,5 de 5. Excelente,27 de sep de 2019,Great location and comfortable spacious rooms. Staff helpful.,Cliente verificado
467,5 de 5. Excelente,25 de sep de 2019,Sin reseña,Cliente verificado
468,5 de 5. Excelente,25 de sep de 2019,これ以上ない立地条件のよさ,"hd, 大阪"
469,5 de 5. Excelente,23 de sep de 2019,"Personnel très dévoué, chambre énorme et confortable, vue sur la place de Mexico, quoi de mieux!!",Cliente verificado
470,5 de 5. Excelente,5 de sep de 2019,Sin reseña,Cliente verificado
471,5 de 5. Excelente,3 de sep de 2019,"Majestuoso hotel historico con la mejor ubicacion en el centro de la ciudad de Mexico, vista increible desde el restaurante en terraza. Servicio y atenciones de primera","Raul, Texas"
472,5 de 5. Excelente,3 de sep de 2019,Best hotel I have ever stayed at. Everyone is very nice and helpful.,Norris
473,5 de 5. Excelente,3 de sep de 2019,Sin reseña,Cliente verificado
474,5 de 5. Excelente,3 de sep de 2019,I love it the place great staff great facilities super recommended,Cliente verificado
475,5 de 5. Excelente,2 de sep de 2019,Sin reseña,Cliente verificado
476,5 de 5. Excelente,1 de sep de 2019,"Everything was good, The service was excellent. Very Nice.","Mr&MsBusch, USA"
477,5 de 5. Excelente,27 de ago de 2019,I was simply booking one night to stay in the city before business trip and was looking for something within walking distance of tourist spots and this place ended up being a total gem! Service was absolutely exceptional and the room itself was beautiful and comfortable. It was more than expected and I've already suggested this place to other friends.,Marcy
478,5 de 5. Excelente,26 de ago de 2019,"This hotel is just amazing. The facilities are very clean, the staff is friendly and always there to assist the guests. Excellent location in the heart of downtown Mexico City. I would certainly go back and stay there.","JCh, El Paso, TX"
479,5 de 5. Excelente,26 de ago de 2019,サービスがとても良かった,Cliente verificado
480,5 de 5. Excelente,5 de sep de 2019,Sin reseña,Cliente verificado
481,5 de 5. Excelente,3 de sep de 2019,"Majestuoso hotel historico con la mejor ubicacion en el centro de la ciudad de Mexico, vista increible desde el restaurante en terraza. Servicio y atenciones de primera","Raul, Texas"
482,5 de 5. Excelente,3 de sep de 2019,Best hotel I have ever stayed at. Everyone is very nice and helpful.,Norris
483,5 de 5. Excelente,3 de sep de 2019,Sin reseña,Cliente verificado
484,5 de 5. Excelente,3 de sep de 2019,I love it the place great staff great facilities super recommended,Cliente verificado
485,5 de 5. Excelente,2 de sep de 2019,Sin reseña,Cliente verificado
486,5 de 5. Excelente,1 de sep de 2019,"Everything was good, The service was excellent. Very Nice.","Mr&MsBusch, USA"
487,5 de 5. Excelente,27 de ago de 2019,I was simply booking one night to stay in the city before business trip and was looking for something within walking distance of tourist spots and this place ended up being a total gem! Service was absolutely exceptional and the room itself was beautiful and comfortable. It was more than expected and I've already suggested this place to other friends.,Marcy
488,5 de 5. Excelente,26 de ago de 2019,"This hotel is just amazing. The facilities are very clean, the staff is friendly and always there to assist the guests. Excellent location in the heart of downtown Mexico City. I would certainly go back and stay there.","JCh, El Paso, TX"
489,5 de 5. Excelente,26 de ago de 2019,サービスがとても良かった,Cliente verificado
490,5 de 5. Excelente,15 de ago de 2019,Sin reseña,Cliente verificado
491,5 de 5. Excelente,13 de ago de 2019,素晴らしかったです。ただ名物のエレベーターがチェックイン時に案内され一度しか乗れなかったことが残念。　相当な築年数のためか部屋もフィットネスルームの床も完全に傾いていました。若干酔いました。　それでもまた次回行った際もここに泊まりたいと思います。,Cliente verificado
492,5 de 5. Excelente,13 de ago de 2019,"Everything was amazing, great service and a lot of security",Iran
493,5 de 5. Excelente,12 de ago de 2019,Sin reseña,Martha
494,4 de 5. Bueno,12 de ago de 2019,"Good stay at this iconic hotel thanks to its great style and a very friendly staff from check-in to check-out. The place is a must-to-see when visiting Mexico city because of its unique decoration and great location. The room was nice, spacy and clean. On the down side, our last night was difficult because of a very loud wedding party on the 1rst floor just below us until 2 AM... Need to avoid this kind of major disturbance for the customers’sleep.",ALAIN
495,5 de 5. Excelente,10 de ago de 2019,Sin reseña,Cliente verificado
496,4 de 5. Bueno,10 de ago de 2019,"Incredible views, staff very attentive, room was gorgeous, the bed however wasn’t tooooo comfortable. It was a great hotel overall !",Aquiles
497,5 de 5. Excelente,10 de ago de 2019,The desing. The elevators. The room . Everything is unique about this hotel. Im definetly going back,"Santiago, New york"
498,5 de 5. Excelente,7 de ago de 2019,1人旅で宿泊。ホテルのスタッフはホテルの建築について説明してくださり、とても誇りに思う様子が伝わりました。部屋も広くて快適。ソカロも眺めることができ、快適に過ごすことができました。ありがとうございました。 屋上のレストランも利用しましたが、眺望もよく美味しくいただきました。,Yoko
499,5 de 5. Excelente,7 de ago de 2019,"My favorite hotel , It’s so peaceful and great service",Cliente verificado
500,5 de 5. Excelente,3 de ago de 2019,Sin reseña,Cliente verificado
501,5 de 5. Excelente,1 de ago de 2019,Sin reseña,Cliente verificado
502,5 de 5. Excelente,1 de ago de 2019,The old fashioned art deco charm!! Absolutely beautiful and the staff were superb. Our room was beautiful and very spacious.,Cliente verificado
503,5 de 5. Excelente,31 de jul de 2019,We loved the location and hospitality. Definitely going back:),Cliente verificado
504,5 de 5. Excelente,30 de jul de 2019,"The hotel is super nice and close to good areas, the employees are awesome they do everything to keep customers happy and satisfied, I really recommend this hotel.",Cliente verificado
505,5 de 5. Excelente,30 de jul de 2019,"The building is gorgeous! Staff are very friendly. We found out helpful that they are able to store our luggage before we checked in and after check out. They offer coffee and tea all day. On every floor they have apples and water bottles for guests, also free. The restaurant that over looks El Zocalo is special! We highly recommend the stay.","Katie, San Francisco"
506,5 de 5. Excelente,30 de jul de 2019,Sin reseña,Cliente verificado
507,5 de 5. Excelente,29 de jul de 2019,Sin reseña,Kathy
508,5 de 5. Excelente,26 de jul de 2019,Sin reseña,Cliente verificado
509,5 de 5. Excelente,25 de jul de 2019,"Die Lage, die Geschichte, das Personal, der Fahrer Christian super freundlich und zuvorkommend",Cliente verificado
510,5 de 5. Excelente,24 de jul de 2019,Sin reseña,Cliente verificado
511,5 de 5. Excelente,24 de jul de 2019,Customer Service was Great! The view from the restaurant is amazing!,Cliente verificado
512,5 de 5. Excelente,21 de jul de 2019,It is one of the most amazing/beautiful/grandest hotels I’ve had the pleasure of staying in and that wasn’t the best part of our stay.It was the courteous/professional staff,Cliente verificado
513,5 de 5. Excelente,15 de jul de 2019,Sin reseña,Cliente verificado
514,5 de 5. Excelente,15 de jul de 2019,Sin reseña,Cliente verificado
515,4 de 5. Bueno,13 de jul de 2019,Great hotel.,Xochitl
516,5 de 5. Excelente,13 de jul de 2019,"Fantastic place. If you have a room facing the Zócalo it was loud due to protests and gatherings early in the morning. If you are sleeping on the pull out bed it is not very comfortable. So be prepared to deal with that. Besides that, great service and facilities.",Cliente verificado
517,5 de 5. Excelente,7 de jul de 2019,"I stay at least one night in this place, every time I visit México. This is a must. Everything is perfect. The staff is 💯 always, always. Gracias mil.🙏🇲🇽","JMV, Binghamton, NY"
518,5 de 5. Excelente,3 de jul de 2019,"The location is great, right in the heart of the city. The rooms are very quiet, pretty sure the windows are sound proof because there were music bands playing right by my window and I couldn't hear them unless I opened the window. The one thing that was odd was no room service after 23:00.",Cliente verificado
519,5 de 5. Excelente,3 de jul de 2019,Beautiful decor! One of a kind setting and very helpful staff.,Cliente verificado
520,5 de 5. Excelente,24 de jul de 2019,Sin reseña,Cliente verificado
521,5 de 5. Excelente,24 de jul de 2019,Customer Service was Great! The view from the restaurant is amazing!,Cliente verificado
522,5 de 5. Excelente,21 de jul de 2019,It is one of the most amazing/beautiful/grandest hotels I’ve had the pleasure of staying in and that wasn’t the best part of our stay.It was the courteous/professional staff,Cliente verificado
523,5 de 5. Excelente,15 de jul de 2019,Sin reseña,Cliente verificado
